LCR,LCR DESC,INC DATETIME,INC NO,LOCATION,DISTRICT
40A,Motor Vehicle Theft,07/21/2014 08:08:00 AM,P14081274,"(35.782529330740275, -78.65947572585209)",SOUTWEST
40A,Motor Vehicle Theft,07/21/2014 05:18:00 AM,P14081252,"(35.87006929310594, -78.59570996539536)",NORTH
40A,Motor Vehicle Theft,07/20/2014 09:42:00 PM,P14081232,"(35.72505646100007, -78.54690684199994)",SOUTHEAST
40A,Motor Vehicle Theft,07/20/2014 09:16:00 AM,P14081139,"(35.753025830657066, -78.55639027371237)",SOUTHEAST
40A,Motor Vehicle Theft,07/20/2014 07:47:00 AM,P14081132,"(35.7729393007374, -78.6546251050109)",DOWNTOWN
40A,Motor Vehicle Theft,07/20/2014 07:40:00 AM,P14081130,"(35.75551566848682, -78.55121267583115)",SOUTHEAST
40A,Motor Vehicle Theft,07/19/2014 06:13:00 PM,P14081038,"(35.84491237325703, -78.58493727527295)",NORTH
40A,Motor Vehicle Theft,07/19/2014 10:39:00 AM,P14080996,"(35.862432960906304, -78.62870883985592)",NORTH
40A,Motor Vehicle Theft,07/18/2014 11:16:00 AM,P14080780,"(35.78934210233911, -78.5849547660413)",SOUTHEAST
40A,Motor Vehicle Theft,07/18/2014 09:02:00 AM,P14080809,"(35.810762658503464, -78.6005489578599)",NORTHEAST
40A,Motor Vehicle Theft,07/18/2014 08:09:00 AM,P14080761,"(35.79243829864783, -78.61315434587968)",SOUTHEAST
40A,Motor Vehicle Theft,07/17/2014 08:35:00 PM,P14080693,"(35.750418691987015, -78.66652806175145)",SOUTWEST
40A,Motor Vehicle Theft,07/17/2014 03:53:00 PM,P14080610,"(35.87761420622777, -78.70335373586136)",NORTHWEST
40A,Motor Vehicle Theft,07/17/2014 02:21:00 PM,P14080597,"(35.81224958287128, -78.65883846082278)",SOUTWEST
40A,Motor Vehicle Theft,07/17/2014 08:15:00 AM,P14080552,"(35.805316418643955, -78.54747463475215)",NORTHEAST
40A,Motor Vehicle Theft,07/17/2014 07:44:00 AM,P14080536,"(35.73636467218098, -78.65772649047128)",SOUTWEST
40A,Motor Vehicle Theft,07/17/2014 04:22:00 AM,P14080521,"(35.743383096727655, -78.66794575133547)",SOUTWEST
40A,Motor Vehicle Theft,07/17/2014 02:01:00 AM,P14080511,"(35.7771394828398, -78.68602515555477)",SOUTWEST
40A,Motor Vehicle Theft,07/16/2014 10:11:00 AM,P14080345,"(35.75039106244162, -78.69051828804156)",SOUTWEST
40A,Motor Vehicle Theft,07/16/2014 04:21:00 AM,P14080316,"(35.85562299332148, -78.57103116275466)",NORTHEAST
40A,Motor Vehicle Theft,07/14/2014 06:03:00 PM,P14080033,"(35.856028050546655, -78.71478492237976)",NORTHWEST
40A,Motor Vehicle Theft,07/14/2014 10:02:00 AM,P14079967,"(35.77782477085789, -78.64349075050572)",DOWNTOWN
40A,Motor Vehicle Theft,07/14/2014 06:28:00 AM,P14079919,"(35.777103371052974, -78.67455660781472)",SOUTWEST
40A,Motor Vehicle Theft,07/11/2014 08:42:00 PM,P14079544,"(35.77550017947522, -78.63628717742692)",DOWNTOWN
40A,Motor Vehicle Theft,07/11/2014 01:08:00 PM,P14079423,"(35.79443906000006, -78.61343770099995)",SOUTHEAST
40A,Motor Vehicle Theft,07/11/2014 07:58:00 AM,P14079368,"(35.84391781359365, -78.57974558172339)",NORTHEAST
40A,Motor Vehicle Theft,07/10/2014 08:05:00 AM,P14079191,"(35.78725437683401, -78.70313513655206)",SOUTWEST
40A,Motor Vehicle Theft,07/10/2014 07:37:00 AM,P14079168,"(35.73780005434691, -78.66488886266097)",SOUTWEST
40A,Motor Vehicle Theft,07/08/2014 08:41:00 PM,P14078899,,SOUTHEAST
40A,Motor Vehicle Theft,07/08/2014 03:34:00 PM,P14078852,"(35.860441477301435, -78.59860109884988)",NORTH
40A,Motor Vehicle Theft,07/08/2014 07:54:00 AM,P14078757,"(35.82809040779427, -78.62177849677194)",NORTH
40A,Motor Vehicle Theft,07/08/2014 05:06:00 AM,P14078747,"(35.73889322300005, -78.66021631099994)",SOUTWEST
40A,Motor Vehicle Theft,07/07/2014 09:43:00 PM,P14078716,"(35.76659987502806, -78.60198874445396)",SOUTHEAST
11,Homicide/Murder-Nonnegligent Manslaughter,07/07/2014 08:18:00 PM,P14078702,"(35.779534852072395, -78.69385464605035)",SOUTWEST
40A,Motor Vehicle Theft,07/07/2014 04:16:00 PM,P14078693,"(35.952044956570525, -78.54529868114548)",NORTHEAST
40A,Motor Vehicle Theft,07/07/2014 08:43:00 AM,P14078594,"(35.81705094733229, -78.60017881986013)",NORTHEAST
40A,Motor Vehicle Theft,07/06/2014 02:07:00 PM,P14078473,"(35.83631116800213, -78.59878344875499)",NORTH
40A,Motor Vehicle Theft,07/06/2014 01:41:00 PM,P14078469,"(35.775213896000025, -78.73907808299998)",SOUTWEST
40A,Motor Vehicle Theft,07/06/2014 12:03:00 PM,P14078451,"(35.78814570571056, -78.58637227588183)",SOUTHEAST
40A,Motor Vehicle Theft,07/06/2014 11:22:00 AM,P14078449,"(35.83351863025294, -78.64175503231328)",NORTH
11,Homicide/Murder-Nonnegligent Manslaughter,07/04/2014 11:28:00 PM,P14078191,"(35.77491511899391, -78.63838984084833)",DOWNTOWN
40A,Motor Vehicle Theft,07/04/2014 07:48:00 PM,P14078160,"(35.895700655795714, -78.79858839514343)",NORTHWEST
40A,Motor Vehicle Theft,07/04/2014 09:15:00 AM,P14078055,"(35.84682253430833, -78.57036830118926)",NORTHEAST
40A,Motor Vehicle Theft,07/03/2014 08:50:00 AM,P14077834,"(35.75107263876585, -78.67953004254299)",SOUTWEST
40A,Motor Vehicle Theft,07/03/2014 08:18:00 AM,P14077841,"(35.73229582514949, -78.56751954143353)",SOUTHEAST
40A,Motor Vehicle Theft,07/03/2014 06:53:00 AM,P14077819,"(35.72444393244651, -78.53442828444474)",SOUTHEAST
40A,Motor Vehicle Theft,07/02/2014 11:09:00 AM,P14077618,"(35.739853827825875, -78.65459635583044)",SOUTWEST
40A,Motor Vehicle Theft,07/02/2014 08:33:00 AM,P14077565,"(35.74700164583167, -78.73334250499629)",SOUTWEST
40A,Motor Vehicle Theft,07/02/2014 07:45:00 AM,P14077562,"(35.77449044594204, -78.59051336649048)",SOUTHEAST
40A,Motor Vehicle Theft,07/02/2014 07:41:00 AM,P14077561,"(35.75162163468372, -78.71107665024402)",SOUTWEST
40A,Motor Vehicle Theft,07/02/2014 06:28:00 AM,P14077552,"(35.75181263307771, -78.71306885980842)",
40A,Motor Vehicle Theft,07/01/2014 09:00:00 AM,P14077376,"(35.74751696513209, -78.67653707873411)",SOUTWEST
40A,Motor Vehicle Theft,07/01/2014 08:02:00 AM,P14077372,"(35.86713218916417, -78.63684871734392)",NORTH
40A,Motor Vehicle Theft,07/01/2014 08:01:00 AM,P14077363,"(35.87098931537133, -78.68445920311984)",NORTHWEST
40A,Motor Vehicle Theft,06/30/2014 08:11:00 AM,P14077195,"(35.843402679000064, -78.56962186299995)",NORTHEAST
40A,Motor Vehicle Theft,06/30/2014 07:11:00 AM,P14077182,"(35.744240251000065, -78.59499465999994)",SOUTHEAST
40A,Motor Vehicle Theft,06/29/2014 04:01:00 PM,P14077082,"(35.897582165869366, -78.75838735909456)",NORTHWEST
40A,Motor Vehicle Theft,06/29/2014 11:45:00 AM,P14077043,"(35.773970690044386, -78.62849657182588)",DOWNTOWN
40A,Motor Vehicle Theft,06/29/2014 10:39:00 AM,P14077039,"(35.81417042314667, -78.64064903253238)",NORTH
40A,Motor Vehicle Theft,06/29/2014 04:27:00 AM,P14077006,"(35.82794675275875, -78.65001741472204)",NORTH
40A,Motor Vehicle Theft,06/29/2014 03:27:00 AM,P14077008,"(35.823087996944345, -78.58861535903874)",NORTH
40A,Motor Vehicle Theft,06/28/2014 11:59:00 PM,P14076961,"(35.75049635318555, -78.62576538684787)",SOUTHEAST
40A,Motor Vehicle Theft,06/28/2014 06:28:00 PM,P14076903,"(35.83895943377573, -78.67504645373877)",NORTH
40A,Motor Vehicle Theft,06/28/2014 02:05:00 PM,P14076862,"(35.784073763533826, -78.68706734464435)",SOUTWEST
40A,Motor Vehicle Theft,06/28/2014 11:54:00 AM,P14076840,"(35.86994281244231, -78.59714048720649)",NORTH
40A,Motor Vehicle Theft,06/28/2014 11:30:00 AM,P14076829,"(35.89528435284112, -78.75667123633272)",NORTHWEST
40A,Motor Vehicle Theft,06/28/2014 08:02:00 AM,P14076806,"(35.76046526536683, -78.5568275415564)",SOUTHEAST
40A,Motor Vehicle Theft,06/28/2014 07:26:00 AM,P14076803,"(35.77018104851205, -78.73126752125111)",SOUTWEST
40A,Motor Vehicle Theft,06/28/2014 05:53:00 AM,P14076796,"(35.90691262680731, -78.80892690342827)",NORTHWEST
40A,Motor Vehicle Theft,06/27/2014 10:36:00 AM,P14076619,"(35.760772161918744, -78.55578948951472)",SOUTHEAST
40A,Motor Vehicle Theft,06/27/2014 10:03:00 AM,P14076602,"(35.8209859054611, -78.59166698564688)",NORTH
40A,Motor Vehicle Theft,06/27/2014 08:53:00 AM,P14076594,"(35.74762129140931, -78.6910966749153)",SOUTWEST
40A,Motor Vehicle Theft,06/26/2014 08:47:00 AM,P14076396,"(35.77320940546857, -78.64742348195466)",DOWNTOWN
40A,Motor Vehicle Theft,06/26/2014 08:40:00 AM,P14076394,"(35.855654242533085, -78.57114112046995)",NORTHEAST
40A,Motor Vehicle Theft,06/26/2014 08:04:00 AM,P14076388,"(35.73903837909426, -78.66231682828565)",SOUTWEST
40A,Motor Vehicle Theft,06/26/2014 07:49:00 AM,P14076385,"(35.78675428369124, -78.73176558578035)",SOUTWEST
40A,Motor Vehicle Theft,06/25/2014 03:41:00 PM,P14076273,"(35.76169415711984, -78.63145006044098)",SOUTHEAST
40A,Motor Vehicle Theft,06/24/2014 02:32:00 AM,P14075977,"(35.84893428178376, -78.58656438393808)",NORTH
40A,Motor Vehicle Theft,06/23/2014 11:32:00 PM,P14075960,"(35.838051610474096, -78.67395859887114)",NORTHWEST
40A,Motor Vehicle Theft,06/23/2014 02:52:00 PM,P14075873,"(35.752832228579884, -78.67791460992827)",SOUTWEST
40A,Motor Vehicle Theft,06/23/2014 12:53:00 PM,P14075840,"(35.76108118685205, -78.61379857871061)",SOUTHEAST
40A,Motor Vehicle Theft,06/23/2014 09:04:00 AM,P14075801,"(35.81492973425795, -78.63508018120713)",NORTH
40A,Motor Vehicle Theft,06/23/2014 06:28:00 AM,P14075778,"(35.80996693952765, -78.6291342484813)",NORTH
40A,Motor Vehicle Theft,06/22/2014 10:29:00 AM,P14075655,"(35.75506074128311, -78.56562037507345)",SOUTHEAST
40A,Motor Vehicle Theft,06/21/2014 06:55:00 PM,P14075542,"(35.90351329366877, -78.6005836195888)",NORTHEAST
40A,Motor Vehicle Theft,06/21/2014 02:08:00 PM,P14075526,"(35.7793890764565, -78.62230016427199)",SOUTHEAST
40A,Motor Vehicle Theft,06/20/2014 08:05:00 AM,P14075223,"(35.8009683188567, -78.6318441450938)",DOWNTOWN
40A,Motor Vehicle Theft,06/20/2014 07:22:00 AM,P14075221,"(35.76374841392648, -78.560150785783)",SOUTHEAST
40A,Motor Vehicle Theft,06/19/2014 05:34:00 PM,P14075120,"(35.83396567787557, -78.71267782089495)",NORTHWEST
40A,Motor Vehicle Theft,06/19/2014 11:31:00 AM,P14075067,"(35.74737277667589, -78.60113194118)",SOUTHEAST
40A,Motor Vehicle Theft,06/19/2014 06:19:00 AM,P14074983,"(35.733443266329324, -78.61812685450865)",SOUTHEAST
40A,Motor Vehicle Theft,06/17/2014 11:04:00 PM,P14074746,"(35.78116628329789, -78.6197742422965)",SOUTHEAST
40A,Motor Vehicle Theft,06/17/2014 02:13:00 PM,P14074653,"(35.856074745226366, -78.59268672215082)",NORTH
40A,Motor Vehicle Theft,06/17/2014 10:45:00 AM,P14074603,"(35.771200588599996, -78.68326355751333)",SOUTWEST
40A,Motor Vehicle Theft,06/17/2014 05:28:00 AM,P14074568,"(35.877131714801116, -78.58515808554827)",NORTH
40A,Motor Vehicle Theft,06/17/2014 04:53:00 AM,P14074564,"(35.82238345153653, -78.59241811454214)",NORTH
40A,Motor Vehicle Theft,06/16/2014 11:52:00 PM,P14074548,"(35.752688067744096, -78.62075863934135)",SOUTHEAST
40A,Motor Vehicle Theft,06/16/2014 08:12:00 AM,P14074400,"(35.88922423479921, -78.5811989317666)",NORTHEAST
40A,Motor Vehicle Theft,06/16/2014 08:01:00 AM,P14074389,"(35.797397935350176, -78.63085031202176)",DOWNTOWN
40A,Motor Vehicle Theft,06/15/2014 07:26:00 PM,P14074326,"(35.742534809942846, -78.66182530296022)",SOUTWEST
40A,Motor Vehicle Theft,06/15/2014 10:05:00 AM,P14074274,"(35.74735439280559, -78.68989128161222)",SOUTWEST
40A,Motor Vehicle Theft,06/14/2014 01:59:00 AM,P14073979,"(35.79309442930355, -78.68813617957015)",SOUTWEST
40A,Motor Vehicle Theft,06/13/2014 11:12:00 PM,P14073951,"(35.76344835294123, -78.63656026037869)",DOWNTOWN
40A,Motor Vehicle Theft,06/13/2014 09:59:00 PM,P14073938,"(35.83528655955301, -78.63672067966496)",NORTH
40A,Motor Vehicle Theft,06/13/2014 07:47:00 AM,P14073784,"(35.832593761000055, -78.71290608699996)",NORTHWEST
40A,Motor Vehicle Theft,06/12/2014 11:26:00 AM,P14073628,"(35.766291250591216, -78.60937704080013)",SOUTHEAST
40A,Motor Vehicle Theft,06/12/2014 08:34:00 AM,P14073581,"(35.789208928626095, -78.64704437706477)",DOWNTOWN
40A,Motor Vehicle Theft,06/11/2014 05:17:00 PM,P14073449,"(35.74814457418805, -78.6481728337941)",DOWNTOWN
40A,Motor Vehicle Theft,06/11/2014 11:58:00 AM,P14073381,"(35.85935807797681, -78.71533484106537)",NORTHWEST
40A,Motor Vehicle Theft,06/11/2014 07:45:00 AM,P14073343,"(35.78080127694935, -78.62673849708318)",SOUTHEAST
40A,Motor Vehicle Theft,06/11/2014 07:40:00 AM,P14073346,"(35.74301378544978, -78.65133792520591)",SOUTWEST
40A,Motor Vehicle Theft,06/11/2014 07:35:00 AM,P14073342,"(35.796806151000055, -78.61020650199998)",SOUTHEAST
40A,Motor Vehicle Theft,06/11/2014 03:28:00 AM,P14073330,"(35.77751242570901, -78.63849468131943)",DOWNTOWN
11,Homicide/Murder-Nonnegligent Manslaughter,06/11/2014 01:54:00 AM,P14073324,"(35.83456431905941, -78.60225379815321)",NORTH
40A,Motor Vehicle Theft,06/09/2014 05:34:00 PM,P14073052,"(35.92347356075936, -78.76276250365491)",NORTHWEST
40A,Motor Vehicle Theft,06/09/2014 03:10:00 PM,P14073003,"(35.89909753400008, -78.55168797499994)",NORTHEAST
40A,Motor Vehicle Theft,06/08/2014 01:58:00 PM,P14072801,"(35.76819884043465, -78.61673358575186)",SOUTHEAST
40A,Motor Vehicle Theft,06/08/2014 07:39:00 AM,P14072746,"(35.75236048943762, -78.61986470370773)",SOUTHEAST
40A,Motor Vehicle Theft,06/08/2014 06:47:00 AM,P14072741,"(35.745607263470156, -78.66738043008134)",SOUTWEST
40A,Motor Vehicle Theft,06/07/2014 05:32:00 PM,P14072617,"(35.749645443142334, -78.69660017702314)",SOUTWEST
40A,Motor Vehicle Theft,06/07/2014 03:31:00 PM,P14072599,"(35.848040975174975, -78.56256749084989)",NORTHEAST
40A,Motor Vehicle Theft,06/07/2014 03:27:00 AM,P14072508,"(35.78812775629991, -78.58849443913861)",SOUTHEAST
40A,Motor Vehicle Theft,06/06/2014 12:55:00 PM,P14072349,"(35.843478200645144, -78.56901307452532)",NORTHWEST
40A,Motor Vehicle Theft,06/06/2014 07:12:00 AM,P14072282,"(35.753772705184346, -78.6363641046068)",DOWNTOWN
40A,Motor Vehicle Theft,06/06/2014 02:21:00 AM,P14072260,"(35.81028196018961, -78.61962782917098)",NORTH
40A,Motor Vehicle Theft,06/05/2014 10:56:00 AM,P14072080,"(35.83667058884238, -78.60186738103373)",NORTH
40A,Motor Vehicle Theft,06/05/2014 10:03:00 AM,P14072107,"(35.752210870000056, -78.68450281299994)",SOUTWEST
40A,Motor Vehicle Theft,06/05/2014 12:05:00 AM,P14072025,"(35.798027360267, -78.57776918944117)",NORTHEAST
40A,Motor Vehicle Theft,06/04/2014 07:38:00 PM,P14071997,"(35.76146900183699, -78.63014089924287)",SOUTHEAST
40A,Motor Vehicle Theft,06/04/2014 07:00:00 AM,P14071803,"(35.86514413743479, -78.7023465293501)",NORTHWEST
40A,Motor Vehicle Theft,06/03/2014 12:20:00 PM,P14071624,"(35.86178750324878, -78.57919095486382)",NORTHEAST
40A,Motor Vehicle Theft,06/01/2014 09:23:00 AM,P14071147,"(35.81703036312521, -78.59496424440947)",NORTHEAST
11,Homicide/Murder-Nonnegligent Manslaughter,06/01/2014 02:41:00 AM,P14071108,"(35.77769177578613, -78.64606986351968)",DOWNTOWN
11,Homicide/Murder-Nonnegligent Manslaughter,05/24/2014 11:53:00 PM,P14068049,"(35.825764763767594, -78.5849958436016)",NORTHEAST
40A,Motor Vehicle Theft,05/15/2014 11:52:00 PM,P14063561,"(35.86720400938049, -78.62650682103623)",NORTH
40A,Motor Vehicle Theft,05/15/2014 09:01:00 PM,P14063507,"(35.882293620529964, -78.6455899284525)",NORTH
